"transp_tech","zone_start","zone_end","isTransp"
"pipe_hot_secondary_feed","factory_blades","factory",0.00
"pipe_hot_secondary_feed","factory_blades","factory_assembly",0.00
"pipe_hot_secondary_feed","factory_blades","factory_blades",0.00
"pipe_hot_secondary_feed","factory_blades","hospital",0.00
"pipe_hot_secondary_feed","factory_blades","multifunction",0.00
"pipe_hot_secondary_feed","factory_blades","northDistrict",0.00
"pipe_hot_secondary_feed","factory_blades","quality",0.00
"pipe_hot_secondary_feed","factory_blades","reserved",0.00
"pipe_hot_secondary_feed","factory_blades","residential",0.00
"pipe_hot_secondary_feed","factory_blades","school",0.00
"pipe_hot_secondary_feed","factory_blades","tech",0.00
"pipe_hot_secondary_feed","hospital","dormitories",0.00
"pipe_hot_secondary_feed","hospital","energyIsland",0.00
"pipe_hot_secondary_feed","hospital","factory",0.00
"pipe_hot_secondary_feed","hospital","factory_assembly",0.00
"pipe_hot_secondary_feed","hospital","factory_blades",0.00
"pipe_hot_secondary_feed","hospital","hospital",0.00
"pipe_hot_secondary_feed","hospital","multifunction",0.00
"pipe_hot_secondary_feed","hospital","northDistrict",0.00
"pipe_hot_secondary_feed","hospital","quality",0.00
"pipe_hot_secondary_feed","hospital","reserved",0.00
"pipe_hot_secondary_feed","hospital","residential",0.00
"pipe_hot_secondary_feed","hospital","school",0.00
"pipe_hot_secondary_feed","hospital","tech",0.00
"pipe_hot_secondary_feed","multifunction","dormitories",0.00
"pipe_hot_secondary_feed","multifunction","energyIsland",0.00
"pipe_hot_secondary_feed","multifunction","factory",0.00
"pipe_hot_secondary_feed","multifunction","factory_assembly",0.00
"pipe_hot_secondary_feed","multifunction","factory_blades",0.00
"pipe_hot_secondary_feed","multifunction","hospital",0.00
"pipe_hot_secondary_feed","multifunction","multifunction",0.00
"pipe_hot_secondary_feed","multifunction","northDistrict",0.00
"pipe_hot_secondary_feed","multifunction","quality",0.00
"pipe_hot_secondary_feed","multifunction","reserved",0.00
"pipe_hot_secondary_feed","multifunction","residential",0.00
"pipe_hot_secondary_feed","multifunction","school",0.00
"pipe_hot_secondary_feed","multifunction","tech",0.00
"pipe_hot_secondary_feed","northDistrict","dormitories",0.00
"pipe_hot_secondary_feed","northDistrict","energyIsland",1.00
"pipe_hot_secondary_feed","northDistrict","factory",1.00
"pipe_hot_secondary_feed","northDistrict","factory_assembly",0.00
"pipe_hot_secondary_feed","northDistrict","factory_blades",0.00
"pipe_hot_secondary_feed","northDistrict","hospital",0.00
"pipe_hot_secondary_feed","northDistrict","multifunction",0.00
"pipe_hot_secondary_feed","northDistrict","northDistrict",0.00
"pipe_hot_secondary_feed","northDistrict","quality",1.00
"pipe_hot_secondary_feed","northDistrict","reserved",0.00
"pipe_hot_secondary_feed","northDistrict","residential",0.00
"pipe_hot_secondary_feed","northDistrict","school",0.00
"pipe_hot_secondary_feed","northDistrict","tech",0.00
"pipe_hot_secondary_feed","quality","dormitories",0.00
"pipe_hot_secondary_feed","quality","energyIsland",0.00
"pipe_hot_secondary_feed","quality","factory",0.00
"pipe_hot_secondary_feed","quality","factory_assembly",0.00
"pipe_hot_secondary_feed","quality","factory_blades",0.00
"pipe_hot_secondary_feed","quality","hospital",0.00
"pipe_hot_secondary_feed","quality","multifunction",0.00
"pipe_hot_secondary_feed","quality","northDistrict",1.00
"pipe_hot_secondary_feed","quality","quality",0.00
"pipe_hot_secondary_feed","quality","reserved",0.00
"pipe_hot_secondary_feed","quality","residential",0.00
"pipe_hot_secondary_feed","quality","school",0.00
"pipe_hot_secondary_feed","quality","tech",0.00
"pipe_hot_secondary_feed","reserved","dormitories",0.00
"pipe_hot_secondary_feed","reserved","energyIsland",0.00
"pipe_hot_secondary_feed","reserved","factory",0.00
"pipe_hot_secondary_feed","reserved","factory_assembly",0.00
"pipe_hot_secondary_feed","reserved","factory_blades",0.00
"pipe_hot_secondary_feed","reserved","hospital",0.00
"pipe_hot_secondary_feed","reserved","multifunction",0.00
"pipe_hot_secondary_feed","reserved","northDistrict",0.00
"pipe_hot_secondary_feed","reserved","quality",0.00
"pipe_hot_secondary_feed","reserved","reserved",0.00
"pipe_hot_secondary_feed","reserved","residential",1.00
"pipe_hot_secondary_feed","reserved","school",0.00
"pipe_hot_secondary_feed","reserved","tech",0.00
"pipe_hot_secondary_feed","residential","dormitories",0.00
"pipe_hot_secondary_feed","residential","energyIsland",0.00
"pipe_hot_secondary_feed","residential","factory",0.00
"pipe_hot_secondary_feed","residential","factory_assembly",0.00
"pipe_hot_secondary_feed","residential","factory_blades",0.00
"pipe_hot_secondary_feed","residential","hospital",0.00
"pipe_hot_secondary_feed","residential","multifunction",0.00
"pipe_hot_secondary_feed","residential","northDistrict",0.00
"pipe_hot_secondary_feed","residential","quality",0.00
"pipe_hot_secondary_feed","residential","reserved",1.00
"pipe_hot_secondary_feed","residential","residential",0.00
"pipe_hot_secondary_feed","residential","school",0.00
"pipe_hot_secondary_feed","residential","tech",0.00
"pipe_hot_secondary_feed","school","dormitories",0.00
"pipe_hot_secondary_feed","school","energyIsland",0.00
"pipe_hot_secondary_feed","school","factory",0.00
"pipe_hot_secondary_feed","school","factory_assembly",0.00
"pipe_hot_secondary_feed","school","factory_blades",0.00
"pipe_hot_secondary_feed","school","hospital",0.00
"pipe_hot_secondary_feed","school","multifunction",0.00
"pipe_hot_secondary_feed","school","northDistrict",0.00
"pipe_hot_secondary_feed","school","quality",0.00
"pipe_hot_secondary_feed","school","reserved",0.00
"pipe_hot_secondary_feed","school","residential",0.00
"pipe_hot_secondary_feed","school","school",0.00
"pipe_hot_secondary_feed","school","tech",0.00
"pipe_hot_secondary_feed","tech","dormitories",0.00
"pipe_hot_secondary_feed","tech","energyIsland",0.00
"pipe_hot_secondary_feed","tech","factory",0.00
"pipe_hot_secondary_feed","tech","factory_assembly",0.00
"pipe_hot_secondary_feed","tech","factory_blades",0.00
"pipe_hot_secondary_feed","tech","hospital",0.00
"pipe_hot_secondary_feed","tech","multifunction",0.00
"pipe_hot_secondary_feed","tech","northDistrict",0.00
"pipe_hot_secondary_feed","tech","quality",0.00
"pipe_hot_secondary_feed","tech","reserved",0.00
"pipe_hot_secondary_feed","tech","residential",0.00
"pipe_hot_secondary_feed","tech","school",0.00
"pipe_hot_secondary_feed","tech","tech",0.00
"pipe_hot_secondary_return","dormitories","dormitories",0.00
"pipe_hot_secondary_return","dormitories","energyIsland",0.00
"pipe_hot_secondary_return","dormitories","factory",0.00
"pipe_hot_secondary_return","dormitories","factory_assembly",0.00
"pipe_hot_secondary_return","dormitories","factory_blades",0.00
"pipe_hot_secondary_return","dormitories","hospital",0.00
"pipe_hot_secondary_return","dormitories","multifunction",0.00
"pipe_hot_secondary_return","dormitories","northDistrict",0.00
"pipe_hot_secondary_return","dormitories","quality",0.00
"pipe_hot_secondary_return","dormitories","reserved",0.00
"pipe_hot_secondary_return","dormitories","residential",0.00
"pipe_hot_secondary_return","dormitories","school",0.00
"pipe_hot_secondary_return","dormitories","tech",0.00
"pipe_hot_secondary_return","energyIsland","dormitories",0.00
"pipe_hot_secondary_return","energyIsland","energyIsland",0.00
"pipe_hot_secondary_return","energyIsland","factory",0.00
"pipe_hot_secondary_return","energyIsland","factory_assembly",0.00
"pipe_hot_secondary_return","energyIsland","factory_blades",0.00
"pipe_hot_secondary_return","energyIsland","hospital",0.00
"pipe_hot_secondary_return","energyIsland","multifunction",0.00
"pipe_hot_secondary_return","energyIsland","northDistrict",1.00
"pipe_hot_secondary_return","energyIsland","quality",0.00
"pipe_hot_secondary_return","energyIsland","reserved",0.00
"pipe_hot_secondary_return","energyIsland","residential",0.00
"pipe_hot_secondary_return","energyIsland","school",0.00
"pipe_hot_secondary_return","energyIsland","tech",0.00
"pipe_hot_secondary_return","factory","dormitories",0.00
"pipe_hot_secondary_return","factory","energyIsland",0.00
"pipe_hot_secondary_return","factory","factory",0.00
"pipe_hot_secondary_return","factory","factory_assembly",1.00
"pipe_hot_secondary_return","factory","factory_blades",0.00
"pipe_hot_secondary_return","factory","hospital",0.00
"pipe_hot_secondary_return","factory","multifunction",0.00
"pipe_hot_secondary_return","factory","northDistrict",1.00
"pipe_hot_secondary_return","factory","quality",0.00
"pipe_hot_secondary_return","factory","reserved",0.00
"pipe_hot_secondary_return","factory","residential",0.00
"pipe_hot_secondary_return","factory","school",0.00
"pipe_hot_secondary_return","factory","tech",0.00
"pipe_hot_secondary_return","factory_assembly","dormitories",0.00
"pipe_hot_secondary_return","factory_assembly","energyIsland",0.00
"pipe_hot_secondary_return","factory_assembly","factory",1.00
"pipe_hot_secondary_return","factory_assembly","factory_assembly",0.00
"pipe_hot_secondary_return","factory_assembly","factory_blades",0.00
"pipe_hot_secondary_return","factory_assembly","hospital",0.00
"pipe_hot_secondary_return","factory_assembly","multifunction",0.00
"pipe_hot_secondary_return","factory_assembly","northDistrict",0.00
"pipe_hot_secondary_return","factory_assembly","quality",0.00
"pipe_hot_secondary_return","factory_assembly","reserved",0.00
"pipe_hot_secondary_return","factory_assembly","residential",0.00
"pipe_hot_secondary_return","factory_assembly","school",0.00
"pipe_hot_secondary_return","factory_assembly","tech",0.00
"pipe_hot_secondary_return","factory_blades","dormitories",0.00
"pipe_hot_secondary_return","factory_blades","energyIsland",0.00
"pipe_hot_secondary_return","factory_blades","factory",0.00
"pipe_hot_secondary_return","factory_blades","factory_assembly",0.00
"pipe_hot_secondary_return","factory_blades","factory_blades",0.00
"pipe_hot_secondary_return","factory_blades","hospital",0.00
"pipe_hot_secondary_return","factory_blades","multifunction",0.00
"pipe_hot_secondary_return","factory_blades","northDistrict",0.00
"pipe_hot_secondary_return","factory_blades","quality",0.00
"pipe_hot_secondary_return","factory_blades","reserved",0.00
"pipe_hot_secondary_return","factory_blades","residential",0.00
"pipe_hot_secondary_return","factory_blades","school",0.00
"pipe_hot_secondary_return","factory_blades","tech",0.00
"pipe_hot_secondary_return","hospital","dormitories",0.00
"pipe_hot_secondary_return","hospital","energyIsland",0.00
"pipe_hot_secondary_return","hospital","factory",0.00
"pipe_hot_secondary_return","hospital","factory_assembly",0.00
"pipe_hot_secondary_return","hospital","factory_blades",0.00
"pipe_hot_secondary_return","hospital","hospital",0.00
"pipe_hot_secondary_return","hospital","multifunction",0.00
"pipe_hot_secondary_return","hospital","northDistrict",0.00
"pipe_hot_secondary_return","hospital","quality",0.00
"pipe_hot_secondary_return","hospital","reserved",0.00
"pipe_hot_secondary_return","hospital","residential",0.00
"pipe_hot_secondary_return","hospital","school",0.00
"pipe_hot_secondary_return","hospital","tech",0.00
"pipe_hot_secondary_return","multifunction","dormitories",0.00
"pipe_hot_secondary_return","multifunction","energyIsland",0.00
"pipe_hot_secondary_return","multifunction","factory",0.00
"pipe_hot_secondary_return","multifunction","factory_assembly",0.00
"pipe_hot_secondary_return","multifunction","factory_blades",0.00
"pipe_hot_secondary_return","multifunction","hospital",0.00
"pipe_hot_secondary_return","multifunction","multifunction",0.00
"pipe_hot_secondary_return","multifunction","northDistrict",0.00
"pipe_hot_secondary_return","multifunction","quality",0.00
"pipe_hot_secondary_return","multifunction","reserved",0.00
"pipe_hot_secondary_return","multifunction","residential",0.00
"pipe_hot_secondary_return","multifunction","school",0.00
"pipe_hot_secondary_return","multifunction","tech",0.00
"pipe_hot_secondary_return","northDistrict","dormitories",0.00
"pipe_hot_secondary_return","northDistrict","energyIsland",1.00
"pipe_hot_secondary_return","northDistrict","factory",1.00
"pipe_hot_secondary_return","northDistrict","factory_assembly",0.00
"pipe_hot_secondary_return","northDistrict","factory_blades",0.00
"pipe_hot_secondary_return","northDistrict","hospital",0.00
"pipe_hot_secondary_return","northDistrict","multifunction",0.00
"pipe_hot_secondary_return","northDistrict","northDistrict",0.00
"pipe_hot_secondary_return","northDistrict","quality",1.00
"pipe_hot_secondary_return","northDistrict","reserved",0.00
"pipe_hot_secondary_return","northDistrict","residential",0.00
"pipe_hot_secondary_return","northDistrict","school",0.00
"pipe_hot_secondary_return","northDistrict","tech",0.00
"pipe_hot_secondary_return","quality","dormitories",0.00
"pipe_hot_secondary_return","quality","energyIsland",0.00
"pipe_hot_secondary_return","quality","factory",0.00
"pipe_hot_secondary_return","quality","factory_assembly",0.00
"pipe_hot_secondary_return","quality","factory_blades",0.00
"pipe_hot_secondary_return","quality","hospital",0.00
"pipe_hot_secondary_return","quality","multifunction",0.00
"pipe_hot_secondary_return","quality","northDistrict",1.00
"pipe_hot_secondary_return","quality","quality",0.00
"pipe_hot_secondary_return","quality","reserved",0.00
"pipe_hot_secondary_return","quality","residential",0.00
"pipe_hot_secondary_return","quality","school",0.00
"pipe_hot_secondary_return","quality","tech",0.00
"pipe_hot_secondary_return","reserved","dormitories",0.00
"pipe_hot_secondary_return","reserved","energyIsland",0.00
"pipe_hot_secondary_return","reserved","factory",0.00
"pipe_hot_secondary_return","reserved","factory_assembly",0.00
"pipe_hot_secondary_return","reserved","factory_blades",0.00
"pipe_hot_secondary_return","reserved","hospital",0.00
"pipe_hot_secondary_return","reserved","multifunction",0.00
"pipe_hot_secondary_return","reserved","northDistrict",0.00
"pipe_hot_secondary_return","reserved","quality",0.00
"pipe_hot_secondary_return","reserved","reserved",0.00
"pipe_hot_secondary_return","reserved","residential",1.00
"pipe_hot_secondary_return","reserved","school",0.00
"pipe_hot_secondary_return","reserved","tech",0.00
"pipe_hot_secondary_return","residential","dormitories",0.00
"pipe_hot_secondary_return","residential","energyIsland",0.00
"pipe_hot_secondary_return","residential","factory",0.00
"pipe_hot_secondary_return","residential","factory_assembly",0.00
"pipe_hot_secondary_return","residential","factory_blades",0.00
"pipe_hot_secondary_return","residential","hospital",0.00
"pipe_hot_secondary_return","residential","multifunction",0.00
"pipe_hot_secondary_return","residential","northDistrict",0.00
"pipe_hot_secondary_return","residential","quality",0.00
"pipe_hot_secondary_return","residential","reserved",1.00
"pipe_hot_secondary_return","residential","residential",0.00
"pipe_hot_secondary_return","residential","school",0.00
"pipe_hot_secondary_return","residential","tech",0.00
"pipe_hot_secondary_return","school","dormitories",0.00
"pipe_hot_secondary_return","school","energyIsland",0.00
"pipe_hot_secondary_return","school","factory",0.00
"pipe_hot_secondary_return","school","factory_assembly",0.00
"pipe_hot_secondary_return","school","factory_blades",0.00
"pipe_hot_secondary_return","school","hospital",0.00
"pipe_hot_secondary_return","school","multifunction",0.00
"pipe_hot_secondary_return","school","northDistrict",0.00
"pipe_hot_secondary_return","school","quality",0.00
"pipe_hot_secondary_return","school","reserved",0.00
"pipe_hot_secondary_return","school","residential",0.00
"pipe_hot_secondary_return","school","school",0.00
"pipe_hot_secondary_return","school","tech",0.00
"pipe_hot_secondary_return","tech","dormitories",0.00
"pipe_hot_secondary_return","tech","energyIsland",0.00
"pipe_hot_secondary_return","tech","factory",0.00
"pipe_hot_secondary_return","tech","factory_assembly",0.00
"pipe_hot_secondary_return","tech","factory_blades",0.00
"pipe_hot_secondary_return","tech","hospital",0.00
"pipe_hot_secondary_return","tech","multifunction",0.00
"pipe_hot_secondary_return","tech","northDistrict",0.00
"pipe_hot_secondary_return","tech","quality",0.00
"pipe_hot_secondary_return","tech","reserved",0.00
"pipe_hot_secondary_return","tech","residential",0.00
"pipe_hot_secondary_return","tech","school",0.00
"pipe_hot_secondary_return","tech","tech",0.00
"pipe_cold_primary_feed","dormitories","dormitories",0.00
"pipe_cold_primary_feed","dormitories","energyIsland",0.00
"pipe_cold_primary_feed","dormitories","factory",0.00
"pipe_cold_primary_feed","dormitories","factory_assembly",0.00
"pipe_cold_primary_feed","dormitories","factory_blades",0.00
"pipe_cold_primary_feed","dormitories","hospital",0.00
"pipe_cold_primary_feed","dormitories","multifunction",0.00
"pipe_cold_primary_feed","dormitories","northDistrict",1.00
"pipe_cold_primary_feed","dormitories","quality",0.00
"pipe_cold_primary_feed","dormitories","reserved",0.00
"pipe_cold_primary_feed","dormitories","residential",0.00
"pipe_cold_primary_feed","dormitories","school",0.00
"pipe_cold_primary_feed","dormitories","tech",0.00
"pipe_cold_primary_feed","energyIsland","dormitories",0.00
"pipe_cold_primary_feed","energyIsland","energyIsland",0.00
"pipe_cold_primary_feed","energyIsland","factory",0.00
"pipe_cold_primary_feed","energyIsland","factory_assembly",0.00
"pipe_cold_primary_feed","energyIsland","factory_blades",0.00
"pipe_cold_primary_feed","energyIsland","hospital",0.00
"pipe_cold_primary_feed","energyIsland","multifunction",0.00
"pipe_cold_primary_feed","energyIsland","northDistrict",1.00
"pipe_cold_primary_feed","energyIsland","quality",0.00
"pipe_cold_primary_feed","energyIsland","reserved",0.00
"pipe_cold_primary_feed","energyIsland","residential",0.00
"pipe_cold_primary_feed","energyIsland","school",0.00
"pipe_cold_primary_feed","energyIsland","tech",0.00
"pipe_cold_primary_feed","factory","dormitories",0.00
"pipe_cold_primary_feed","factory","energyIsland",0.00
"pipe_cold_primary_feed","factory","factory",0.00
"pipe_cold_primary_feed","factory","factory_assembly",0.00
"pipe_cold_primary_feed","factory","factory_blades",0.00
"pipe_cold_primary_feed","factory","hospital",0.00
"pipe_cold_primary_feed","factory","multifunction",0.00
"pipe_cold_primary_feed","factory","northDistrict",1.00
"pipe_cold_primary_feed","factory","quality",0.00
"pipe_cold_primary_feed","factory","reserved",0.00
"pipe_cold_primary_feed","factory","residential",0.00
"pipe_cold_primary_feed","factory","school",0.00
"pipe_cold_primary_feed","factory","tech",0.00
"pipe_cold_primary_feed","factory_assembly","dormitories",0.00
"pipe_cold_primary_feed","factory_assembly","energyIsland",0.00
"pipe_cold_primary_feed","factory_assembly","factory",0.00
"pipe_cold_primary_feed","factory_assembly","factory_assembly",0.00
"pipe_cold_primary_feed","factory_assembly","factory_blades",0.00
"pipe_cold_primary_feed","factory_assembly","hospital",0.00
"pipe_cold_primary_feed","factory_assembly","multifunction",0.00
"pipe_cold_primary_feed","factory_assembly","northDistrict",0.00
"pipe_cold_primary_feed","factory_assembly","quality",0.00
"pipe_cold_primary_feed","factory_assembly","reserved",0.00
"pipe_cold_primary_feed","factory_assembly","residential",0.00
"pipe_cold_primary_feed","factory_assembly","school",0.00
"pipe_cold_primary_feed","factory_assembly","tech",0.00
"pipe_cold_primary_feed","factory_blades","dormitories",0.00
"pipe_cold_primary_feed","factory_blades","energyIsland",0.00
"pipe_cold_primary_feed","factory_blades","factory",0.00
"pipe_cold_primary_feed","factory_blades","factory_assembly",0.00
"pipe_cold_primary_feed","factory_blades","factory_blades",0.00
"pipe_cold_primary_feed","factory_blades","hospital",0.00
"pipe_cold_primary_feed","factory_blades","multifunction",0.00
"pipe_cold_primary_feed","factory_blades","northDistrict",1.00
"pipe_cold_primary_feed","factory_blades","quality",0.00
"pipe_cold_primary_feed","factory_blades","reserved",0.00
"pipe_cold_primary_feed","factory_blades","residential",0.00
"pipe_cold_primary_feed","factory_blades","school",0.00
"pipe_cold_primary_feed","factory_blades","tech",0.00
"pipe_cold_primary_feed","hospital","dormitories",0.00
"pipe_cold_primary_feed","hospital","energyIsland",0.00
"pipe_cold_primary_feed","hospital","factory",0.00
"pipe_cold_primary_feed","hospital","factory_assembly",0.00
"pipe_cold_primary_feed","hospital","factory_blades",0.00
"pipe_cold_primary_feed","hospital","hospital",0.00
"pipe_cold_primary_feed","hospital","multifunction",0.00
"pipe_cold_primary_feed","hospital","northDistrict",0.00
"pipe_cold_primary_feed","hospital","quality",0.00
"pipe_cold_primary_feed","hospital","reserved",0.00
"pipe_cold_primary_feed","hospital","residential",0.00
"pipe_cold_primary_feed","hospital","school",0.00
"pipe_cold_primary_feed","hospital","tech",0.00
"pipe_cold_primary_feed","multifunction","dormitories",0.00
"pipe_cold_primary_feed","multifunction","energyIsland",0.00
"pipe_cold_primary_feed","multifunction","factory",0.00
"pipe_cold_primary_feed","multifunction","factory_assembly",0.00
"pipe_cold_primary_feed","multifunction","factory_blades",0.00
"pipe_cold_primary_feed","multifunction","hospital",0.00
"pipe_cold_primary_feed","multifunction","multifunction",0.00
"pipe_cold_primary_feed","multifunction","northDistrict",1.00
"pipe_cold_primary_feed","multifunction","quality",0.00
"pipe_cold_primary_feed","multifunction","reserved",0.00
"pipe_cold_primary_feed","multifunction","residential",0.00
"pipe_cold_primary_feed","multifunction","school",0.00
"pipe_cold_primary_feed","multifunction","tech",0.00
"pipe_cold_primary_feed","northDistrict","dormitories",1.00
"pipe_cold_primary_feed","northDistrict","energyIsland",1.00
"pipe_cold_primary_feed","northDistrict","factory",1.00
"pipe_cold_primary_feed","northDistrict","factory_assembly",0.00
"pipe_cold_primary_feed","northDistrict","factory_blades",1.00
"pipe_cold_primary_feed","northDistrict","hospital",0.00
"pipe_cold_primary_feed","northDistrict","multifunction",1.00
"pipe_cold_primary_feed","northDistrict","northDistrict",0.00
"pipe_cold_primary_feed","northDistrict","quality",0.00
"pipe_cold_primary_feed","northDistrict","reserved",0.00
"pipe_cold_primary_feed","northDistrict","residential",1.00
"pipe_cold_primary_feed","northDistrict","school",0.00
"pipe_cold_primary_feed","northDistrict","tech",1.00
"pipe_cold_primary_feed","quality","dormitories",0.00
"pipe_cold_primary_feed","quality","energyIsland",0.00
"pipe_cold_primary_feed","quality","factory",0.00
"pipe_cold_primary_feed","quality","factory_assembly",0.00
"pipe_cold_primary_feed","quality","factory_blades",0.00
"pipe_cold_primary_feed","quality","hospital",0.00
"pipe_cold_primary_feed","quality","multifunction",0.00
"pipe_cold_primary_feed","quality","northDistrict",0.00
"pipe_cold_primary_feed","quality","quality",0.00
"pipe_cold_primary_feed","quality","reserved",0.00
"pipe_cold_primary_feed","quality","residential",0.00
"pipe_cold_primary_feed","quality","school",0.00
"pipe_cold_primary_feed","quality","tech",0.00
"pipe_cold_primary_feed","reserved","dormitories",0.00
"pipe_cold_primary_feed","reserved","energyIsland",0.00
"pipe_cold_primary_feed","reserved","factory",0.00
"pipe_cold_primary_feed","reserved","factory_assembly",0.00
"pipe_cold_primary_feed","reserved","factory_blades",0.00
"pipe_cold_primary_feed","reserved","hospital",0.00
"pipe_cold_primary_feed","reserved","multifunction",0.00
"pipe_cold_primary_feed","reserved","northDistrict",0.00
"pipe_cold_primary_feed","reserved","quality",0.00
"pipe_cold_primary_feed","reserved","reserved",0.00
"pipe_cold_primary_feed","reserved","residential",0.00
"pipe_cold_primary_feed","reserved","school",0.00
"pipe_cold_primary_feed","reserved","tech",0.00
"pipe_cold_primary_feed","residential","dormitories",0.00
"pipe_cold_primary_feed","residential","energyIsland",0.00
"pipe_cold_primary_feed","residential","factory",0.00
"pipe_cold_primary_feed","residential","factory_assembly",0.00
"pipe_cold_primary_feed","residential","factory_blades",0.00
"pipe_cold_primary_feed","residential","hospital",0.00
"pipe_cold_primary_feed","residential","multifunction",0.00
"pipe_cold_primary_feed","residential","northDistrict",1.00
"pipe_cold_primary_feed","residential","quality",0.00
"pipe_cold_primary_feed","residential","reserved",0.00
"pipe_cold_primary_feed","residential","residential",0.00
"pipe_cold_primary_feed","residential","school",1.00
"pipe_cold_primary_feed","residential","tech",0.00
"pipe_cold_primary_feed","school","dormitories",0.00
"pipe_cold_primary_feed","school","energyIsland",0.00
"pipe_cold_primary_feed","school","factory",0.00
"pipe_cold_primary_feed","school","factory_assembly",0.00
"pipe_cold_primary_feed","school","factory_blades",0.00
"pipe_cold_primary_feed","school","hospital",0.00
"pipe_cold_primary_feed","school","multifunction",0.00
"pipe_cold_primary_feed","school","northDistrict",0.00
"pipe_cold_primary_feed","school","quality",0.00
"pipe_cold_primary_feed","school","reserved",0.00
"pipe_cold_primary_feed","school","residential",1.00
"pipe_cold_primary_feed","school","school",0.00
"pipe_cold_primary_feed","school","tech",0.00
"pipe_cold_primary_feed","tech","dormitories",0.00
"pipe_cold_primary_feed","tech","energyIsland",0.00
"pipe_cold_primary_feed","tech","factory",0.00
"pipe_cold_primary_feed","tech","factory_assembly",0.00
"pipe_cold_primary_feed","tech","factory_blades",0.00
"pipe_cold_primary_feed","tech","hospital",0.00
"pipe_cold_primary_feed","tech","multifunction",0.00
"pipe_cold_primary_feed","tech","northDistrict",1.00
"pipe_cold_primary_feed","tech","quality",0.00
"pipe_cold_primary_feed","tech","reserved",0.00
"pipe_cold_primary_feed","tech","residential",0.00
"pipe_cold_primary_feed","tech","school",0.00
"pipe_cold_primary_feed","tech","tech",0.00
"pipe_cold_primary_return","dormitories","dormitories",0.00
"pipe_cold_primary_return","dormitories","energyIsland",0.00
"pipe_cold_primary_return","dormitories","factory",0.00
"pipe_cold_primary_return","dormitories","factory_assembly",0.00
"pipe_cold_primary_return","dormitories","factory_blades",0.00
"pipe_cold_primary_return","dormitories","hospital",0.00
"pipe_cold_primary_return","dormitories","multifunction",0.00
"pipe_cold_primary_return","dormitories","northDistrict",1.00
"pipe_cold_primary_return","dormitories","quality",0.00
"pipe_cold_primary_return","dormitories","reserved",0.00
"pipe_cold_primary_return","dormitories","residential",0.00
"pipe_cold_primary_return","dormitories","school",0.00
"pipe_cold_primary_return","dormitories","tech",0.00
"pipe_cold_primary_return","energyIsland","dormitories",0.00
"pipe_cold_primary_return","energyIsland","energyIsland",0.00
"pipe_cold_primary_return","energyIsland","factory",0.00
"pipe_cold_primary_return","energyIsland","factory_assembly",0.00
"pipe_cold_primary_return","energyIsland","factory_blades",0.00
"pipe_cold_primary_return","energyIsland","hospital",0.00
"pipe_cold_primary_return","energyIsland","multifunction",0.00
"pipe_cold_primary_return","energyIsland","northDistrict",1.00
"pipe_cold_primary_return","energyIsland","quality",0.00
"pipe_cold_primary_return","energyIsland","reserved",0.00
"pipe_cold_primary_return","energyIsland","residential",0.00
"pipe_cold_primary_return","energyIsland","school",0.00
"pipe_cold_primary_return","energyIsland","tech",0.00
"pipe_cold_primary_return","factory","dormitories",0.00
"pipe_cold_primary_return","factory","energyIsland",0.00
"pipe_cold_primary_return","factory","factory",0.00
"pipe_cold_primary_return","factory","factory_assembly",0.00
"pipe_cold_primary_return","factory","factory_blades",0.00
"pipe_cold_primary_return","factory","hospital",0.00
"pipe_cold_primary_return","factory","multifunction",0.00
"pipe_cold_primary_return","factory","northDistrict",1.00
"pipe_cold_primary_return","factory","quality",0.00
"pipe_cold_primary_return","factory","reserved",0.00
"pipe_cold_primary_return","factory","residential",0.00
"pipe_cold_primary_return","factory","school",0.00
"pipe_cold_primary_return","factory","tech",0.00
"pipe_cold_primary_return","factory_assembly","dormitories",0.00
"pipe_cold_primary_return","factory_assembly","energyIsland",0.00
"pipe_cold_primary_return","factory_assembly","factory",0.00
"pipe_cold_primary_return","factory_assembly","factory_assembly",0.00
"pipe_cold_primary_return","factory_assembly","factory_blades",0.00
"pipe_cold_primary_return","factory_assembly","hospital",0.00
"pipe_cold_primary_return","factory_assembly","multifunction",0.00
"pipe_cold_primary_return","factory_assembly","northDistrict",0.00
"pipe_cold_primary_return","factory_assembly","quality",0.00
"pipe_cold_primary_return","factory_assembly","reserved",0.00
"pipe_cold_primary_return","factory_assembly","residential",0.00
"pipe_cold_primary_return","factory_assembly","school",0.00
"pipe_cold_primary_return","factory_assembly","tech",0.00
"pipe_cold_primary_return","factory_blades","dormitories",0.00
"pipe_cold_primary_return","factory_blades","energyIsland",0.00
"pipe_cold_primary_return","factory_blades","factory",0.00
"pipe_cold_primary_return","factory_blades","factory_assembly",0.00
"pipe_cold_primary_return","factory_blades","factory_blades",0.00
"pipe_cold_primary_return","factory_blades","hospital",0.00
"pipe_cold_primary_return","factory_blades","multifunction",0.00
"pipe_cold_primary_return","factory_blades","northDistrict",1.00
"pipe_cold_primary_return","factory_blades","quality",0.00
"pipe_cold_primary_return","factory_blades","reserved",0.00
"pipe_cold_primary_return","factory_blades","residential",0.00
"pipe_cold_primary_return","factory_blades","school",0.00
"pipe_cold_primary_return","factory_blades","tech",0.00
"pipe_cold_primary_return","hospital","dormitories",0.00
